English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
He doesn't have studies monday.,ⵓⵔ ⴰⵔ ⵢⴰⵇⵔⴰ ⴰⵙⵙ ⵏ ⵓⵢⵏⴰⵙ,Tachelhit,ⵓⵔ ⴰⵔ ⵢⴰⵇⵔⴰ ⴰⵙⵙ ⵏ ⵓⵢⵏⴰⵙ,ور ار ياقرا اسس ن ويناس,ur ar ya9ra ass n uynas
the tea is cold,ⵉⴽⵯⵔⵎ ⵡⴰⵜⴰⵢ,Tachelhit,ⵉⴽⵯⵔⵎ ⵡⴰⵜⴰⵢ,يكⵯرم واتاي,ikⵯrm watay
Tom offered to lend me the money.,ⵉⵙⵙⴽⵏ ⵟⵓⵎ ⴰⴷ ⵉⵢⵉ ⵉⵕⴹⵍ ⵉⴷⵔⵉⵎⵏ.,Tachelhit,ⵉⵙⵙⴽⵏ ⵟⵓⵎ ⴰⴷ ⵉⵢⵉ ⵉⵕⴹⵍ ⵉⴷⵔⵉⵎⵏ.,يسسكن طوم اد ييي يرّضل يدريمن.,isskn ṭum ad iyi iṛḍl idrimn.
I read two books a week.,ⴰⵔ ⴰⵇⵔⴰⵖ ⵙⵉⵏ ⵉⴷⵍⵉⵙⵏ ⴳ ⵉⵎⴰⵍⴰⵙⵙ;,Tachelhit,ⴰⵔ ⴰⵇⵔⴰⵖ ⵙⵉⵏ ⵉⴷⵍⵉⵙⵏ ⴳ ⵉⵎⴰⵍⴰⵙⵙ;,ار اقراغ سين يدليسن ڭ يمالاسس;,ar a9raɣ sin idlisn g imalass;
It's obvious that she doesn't love her husband.,ⵉⴼⴰⵡ ⵉⵙ ⵓⵔ ⵜⵃⵎⵉⵍ ⴰⵔⴳⴰⵣ ⵏⵏⵙ.,Tachelhit,ⵉⴼⴰⵡ ⵉⵙ ⵓⵔ ⵜⵃⵎⵉⵍ ⴰⵔⴳⴰⵣ ⵏⵏⵙ.,يفاو يس ور تحميل ارڭاز ننس.,ifaw is ur tḥmil argaz nns.
I don't think you want to hear about my problems.,ⵓⵔ ⵏⵏⵉⵖ ⵉⵙ ⵜⵔⵉⵜ ⴰⴷ ⵜⵙⵙⴼⵍⴷⵜ ⵉ ⵉⵎⵓⴽⵔⵉⵙⵏ ⵉⵏⵓ.,Tachelhit,ⵓⵔ ⵏⵏⵉⵖ ⵉⵙ ⵜⵔⵉⵜ ⴰⴷ ⵜⵙⵙⴼⵍⴷⵜ ⵉ ⵉⵎⵓⴽⵔⵉⵙⵏ ⵉⵏⵓ.,ور ننيغ يس تريت اد تسسفلدت ي يموكريسن ينو.,ur nniɣ is trit ad tssfldt i imukrisn inu.
I don't want you to quit your job.,ⵓⵔ ⴽ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵜ ⵜⴰⵡⵓⵔⵉ ⵏⵏⴽ.,Tachelhit,ⵓⵔ ⴽ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵜ ⵜⴰⵡⵓⵔⵉ ⵏⵏⴽ.,ور ك ريغ اد تفلت تاووري ننك.,ur k riɣ ad tflt tawuri nnk.
I don't want you to quit your job.,ⵓⵔ ⴽⵎ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵜ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵎ.,Tachelhit,ⵓⵔ ⴽⵎ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵜ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵎ.,ور كم ريغ اد تفلت تاووري ننم.,ur km riɣ ad tflt tawuri nnm.
I don't want you to quit your job.,ⵓⵔ ⴽⵯⵏ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵎ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵓⵏ.,Tachelhit,ⵓⵔ ⴽⵯⵏ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵎ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵓⵏ.,ور كⵯن ريغ اد تفلم تاووري ننون.,ur kⵯn riɣ ad tflm tawuri nnun.
I don't want you to quit your job.,ⵓⵔ ⴽⵯⵏⵜ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵎⵜ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵓⵏⵜ.,Tachelhit,ⵓⵔ ⴽⵯⵏⵜ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⵎⵜ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵓⵏⵜ.,ور كⵯنت ريغ اد تفلمت تاووري ننونت.,ur kⵯnt riɣ ad tflmt tawuri nnunt.
Everyone's talking about it.,ⴰⵔ ⴰⴽⴽⵯ ⴼⵍⵍⴰⵙ ⵙⴰⵡⴰⵍⵏ.,Tachelhit,ⴰⵔ ⴰⴽⴽⵯ ⴼⵍⵍⴰⵙ ⵙⴰⵡⴰⵍⵏ.,ار اككⵯ فللاس ساوالن.,ar akkⵯ fllas sawaln.
Everyone's talking about it.,ⴰⵔ ⴰⴽⴽⵯ ⴼⵍⵍⴰⵙ ⵙⴰⵡⴰⵍⵏⵜ.,Tachelhit,ⴰⵔ ⴰⴽⴽⵯ ⴼⵍⵍⴰⵙ ⵙⴰⵡⴰⵍⵏⵜ.,ار اككⵯ فللاس ساوالنت.,ar akkⵯ fllas sawalnt.
Do not kill him!,ⴰⴷ ⵜ ⵓⵔ ⵜⵏⵖⵜ!,Tachelhit,ⴰⴷ ⵜ ⵓⵔ ⵜⵏⵖⵜ!,اد ت ور تنغت!,ad t ur tnɣt!
Time is money.,ⵜⵉⵣⵉ ⵜⵍⴰ ⴰⵜⵉⴳ.,Tachelhit,ⵜⵉⵣⵉ ⵜⵍⴰ ⴰⵜⵉⴳ.,تيزي تلا اتيڭ.,tizi tla atig.
International Women's Day.,ⴰⵙⵙ ⴰⴳⵔⴰⵖⵍⴰⵏ ⵏ ⵜⵎⵖⴰⵔⵉⵏ.,Tachelhit,ⴰⵙⵙ ⴰⴳⵔⴰⵖⵍⴰⵏ ⵏ ⵜⵎⵖⴰⵔⵉⵏ.,اسس اڭراغلان ن تمغارين.,ass agraɣlan n tmɣarin.
Where did you learn French?,ⵎⴰⵏⵉ ⵖ ⵜⵍⵎⴷⵜ ⵜⴰⴼⵕⴰⵏⵚⵉⵚⵜ?,Tachelhit,ⵎⴰⵏⵉ ⵖ ⵜⵍⵎⴷⵜ ⵜⴰⴼⵕⴰⵏⵚⵉⵚⵜ?,ماني غ تلمدت تافرّانصيصت?,mani ɣ tlmdt tafṛanṣiṣt?
Do you know this man?,ⵉⵙ ⵜⵙⵙⵏⵜ ⴰⵔⴳⴰⵣ ⴰⴷ?,Tachelhit,ⵉⵙ ⵜⵙⵙⵏⵜ ⴰⵔⴳⴰⵣ ⴰⴷ?,يس تسسنت ارڭاز اد?,is tssnt argaz ad?
Do you know this woman?,ⵉⵙ ⵜⵙⵙⵏⵜ ⵜⴰⵎⵖⴰⵔⵜ ⴰⴷ?,Tachelhit,ⵉⵙ ⵜⵙⵙⵏⵜ ⵜⴰⵎⵖⴰⵔⵜ ⴰⴷ?,يس تسسنت تامغارت اد?,is tssnt tamɣart ad?
Do you know him?,ⵉⵙ ⵜ ⵜⵙⵙⵏⵜ?,Tachelhit,ⵉⵙ ⵜ ⵜⵙⵙⵏⵜ?,يس ت تسسنت?,is t tssnt?
Do you know her?,ⵉⵙ ⵜⵜ ⵜⵙⵙⵏⵜ?,Tachelhit,ⵉⵙ ⵜⵜ ⵜⵙⵙⵏⵜ?,يس تت تسسنت?,is tt tssnt?
That place is worth visiting at least once.,ⵢⵓⴽⵍⴰⵍ ⵓⴷⵖⴰⵔ ⴰⵏⵏ ⴰⵔⵣⴰⴼ ⵢⴰⵜ ⵜⴽⴽⵍⵉⵜ ⵙ ⵉⴷⵔⵓⵙ.,Tachelhit,ⵢⵓⴽⵍⴰⵍ ⵓⴷⵖⴰⵔ ⴰⵏⵏ ⴰⵔⵣⴰⴼ ⵢⴰⵜ ⵜⴽⴽⵍⵉⵜ ⵙ ⵉⴷⵔⵓⵙ.,يوكلال ودغار انن ارزاف يات تككليت س يدروس.,yuklal udɣar ann arzaf yat tkklit s idrus.
I arrived at Narita Airport this morning.,ⵍⴽⵎⵖ ⴷ ⴳ ⵓⵙⴰⴳⵯⵣ ⵏ ⵏⴰⵔⵉⵜⴰ ⵜⴰⵢⵍⴳⵉ ⴰⴷ.,Tachelhit,ⵍⴽⵎⵖ ⴷ ⴳ ⵓⵙⴰⴳⵯⵣ ⵏ ⵏⴰⵔⵉⵜⴰ ⵜⴰⵢⵍⴳⵉ ⴰⴷ.,لكمغ د ڭ وساڭⵯز ن ناريتا تايلڭي اد.,lkmɣ d g usagⵯz n narita taylgi ad.
I'm thirsty.,ⴼⴼⵓⴷⵖ.,Tachelhit,ⴼⴼⵓⴷⵖ.,ففودغ.,ffudɣ.
I'm thirsty.,ⵢⴰⵖ ⵉⵢⵉ ⴼⴰⴷ.,Tachelhit,ⵢⴰⵖ ⵉⵢⵉ ⴼⴰⴷ.,ياغ ييي فاد.,yaɣ iyi fad.
She can't play the piano very well.,ⵓⵔ ⵜⵣⵎⵉⵔ ⴰⴷ ⵜⵓⵔⴰⵔ ⴰⴱⵢⴰⵏⵓ ⵎⵍⵉⵃ.,Tachelhit,ⵓⵔ ⵜⵣⵎⵉⵔ ⴰⴷ ⵜⵓⵔⴰⵔ ⴰⴱⵢⴰⵏⵓ ⵎⵍⵉⵃ.,ور تزمير اد تورار ابيانو مليح.,ur tzmir ad turar abyanu mliḥ.
Tom has three children.,ⵉⵟⵟⴰⴼ ⵟⵓⵎ ⴽⵕⴰⴹ ⵡⴰⵣⵣⴰⵏⵏ.,Tachelhit,ⵉⵟⵟⴰⴼ ⵟⵓⵎ ⴽⵕⴰⴹ ⵡⴰⵣⵣⴰⵏⵏ.,يططاف طوم كرّاض واززانن.,iṭṭaf ṭum kṛaḍ wazzann.
Tom has three children.,ⵉⵍⴰ ⵟⵓⵎ ⴽⵕⴹ ⵡⴰⵣⵣⴰⵏⵏ.,Tachelhit,ⵉⵍⴰ ⵟⵓⵎ ⴽⵕⴹ ⵡⴰⵣⵣⴰⵏⵏ.,يلا طوم كرّض واززانن.,ila ṭum kṛḍ wazzann.
Tom has three children.,ⵟⵓⵎ ⵖⴰⵔⵙ ⴽⵕⴰⴹ ⵉⵃⵏⵊⵉⵔⵏ.,Tachelhit,ⵟⵓⵎ ⵖⴰⵔⵙ ⴽⵕⴰⴹ ⵉⵃⵏⵊⵉⵔⵏ.,طوم غارس كرّاض يحنجيرن.,ṭum ɣars kṛaḍ iḥnjirn.
Tom has three children.,ⵉⵍⴰ ⵟⵓⵎ ⴽⵕⴰⴹ ⵉⵛⵉⵔⵔⴰⵏ.,Tachelhit,ⵉⵍⴰ ⵟⵓⵎ ⴽⵕⴰⴹ ⵉⵛⵉⵔⵔⴰⵏ.,يلا طوم كرّاض يشيرران.,ila ṭum kṛaḍ ishirran.
hello,azul,Tachelhit,ⴰⵣⵓⵍ,ازول,azul
"March 8th is International Women's Day. Previously, it was called International Working Women's Day. Every March 8th, the world commemorates women's struggle for their rights.","ⵜⴰⵎ ⵎⴰⵕⵚ ⵉⴳⴰ ⴰⵙⵙ ⴰⵎⴰⴹⵍⴰⵏ ⵏ ⵜⴰⵎⵟⵟⵓⵜ. ⴷⴰⵜ, ⵉⵙⵎ-ⵏⵏⵙ ⴰⵙⵙ ⴰⵎⴰⴹⵍⴰⵏ ⵏ ⵜⴰⵎⵟⵟⵓⵜ ⵜⴰⵅⴷⴷⴰⵎⵜ. ⴷⴰ ⵉⵙⵙⴽⵜⴰⵢ ⵓⵎⴰⴹⴰⵍ ⴳ ⴽⵓ 8 ⴳ ⵎⴰⵕⵚ ⵜⴰⵎⵍⴰⵙⴰⵢⵜ ⵏ ⵜⵡⵜⵎⵉⵏ ⵖⵉⴼ ⵉⵣⵔⴼⴰⵏ-ⵏⵏⵙⵏⵜ.",Central,"ⵜⴰⵎ ⵎⴰⵕⵚ ⵉⴳⴰ ⴰⵙⵙ ⴰⵎⴰⴹⵍⴰⵏ ⵏ ⵜⴰⵎⵟⵟⵓⵜ. ⴷⴰⵜ, ⵉⵙⵎ-ⵏⵏⵙ ⴰⵙⵙ ⴰⵎⴰⴹⵍⴰⵏ ⵏ ⵜⴰⵎⵟⵟⵓⵜ ⵜⴰⵅⴷⴷⴰⵎⵜ. ⴷⴰ ⵉⵙⵙⴽⵜⴰⵢ ⵓⵎⴰⴹⴰⵍ ⴳ ⴽⵓ 8 ⴳ ⵎⴰⵕⵚ ⵜⴰⵎⵍⴰⵙⴰⵢⵜ ⵏ ⵜⵡⵜⵎⵉⵏ ⵖⵉⴼ ⵉⵣⵔⴼⴰⵏ-ⵏⵏⵙⵏⵜ.","تام مارّص يڭا اسس اماضلان ن تامططوت. دات, يسم-ننس اسس اماضلان ن تامططوت تاخددامت. دا يسسكتاي وماضال ڭ كو 8 ڭ مارّص تاملاسايت ن توتمين غيف يزرفان-ننسنت.","tam maṛṣ iga ass amaḍlan n tamṭṭut. dat, ism-nns ass amaḍlan n tamṭṭut ta5ddamt. da issktay umaḍal g ku 8 g maṛṣ tamlasayt n twtmin ɣif izrfan-nnsnt."
It is an artistic and political project.,ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵏⵜⵉ ⴰⵏⴰⵥⵓⵕ ⴷ ⵓⵙⵔⵜⴰⵏ .,Central,ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵏⵜⵉ ⴰⵏⴰⵥⵓⵕ ⴷ ⵓⵙⵔⵜⴰⵏ .,يڭا يان وسنتي انازّورّ د وسرتان .,iga yan usnti anaẓuṛ d usrtan .
"It is aesthetic, ethical, inclusive and relational.","ⵉⴳⴰ ⴰⵎⵥⵍⴰⵏ, ⴰⵎⵙⵏⵓⴳ, ⴰⵎⵙⴽⵛⵎ ⴷ ⵓⵙⵎⵣⴷⴰⵢ.",Central,"ⵉⴳⴰ ⴰⵎⵥⵍⴰⵏ, ⴰⵎⵙⵏⵓⴳ, ⴰⵎⵙⴽⵛⵎ ⴷ ⵓⵙⵎⵣⴷⴰⵢ.","يڭا امزّلان, امسنوڭ, امسكشم د وسمزداي.","iga amẓlan, amsnug, amskshm d usmzday."
It is a visual and sound proposal that is addressed to the entire planet from Catalonia.,ⵉⴳⴰ ⵢⴰⵜ ⵜⵙⵓⵎⵔⵜ ⵏ ⵢⵉⵥⵕⵉ ⴷ ⵓⵙⵙⴼⵍⴷ ⴷⴰ ⵉⵙⴰⵡⴰⵍⵏ  ⵣⴳ ⴽⴰⵜⴰⵍⵓⵏⵢⴰ ⵉ ⵓⵎⴰⴹⴰⵍ ⴰⴽⴽⵯ.,Central,ⵉⴳⴰ ⵢⴰⵜ ⵜⵙⵓⵎⵔⵜ ⵏ ⵢⵉⵥⵕⵉ ⴷ ⵓⵙⵙⴼⵍⴷ ⴷⴰ ⵉⵙⴰⵡⴰⵍⵏ  ⵣⴳ ⴽⴰⵜⴰⵍⵓⵏⵢⴰ ⵉ ⵓⵎⴰⴹⴰⵍ ⴰⴽⴽⵯ.,يڭا يات تسومرت ن ييزّرّي د وسسفلد دا يساوالن  زڭ كاتالونيا ي وماضال اككⵯ.,iga yat tsumrt n yiẓṛi d ussfld da isawaln  zg katalunya i umaḍal akkⵯ.
An experience of knowledge and recognition of artists. An invitation addressed to people of all types of situations and thoughts. ,ⵢⴰⵜ ⵜⴰⵔⵎⵜ ⵏ ⵜⵓⵙⵙⵏⴰ ⴷ ⵓⵙⵎⵖⵔ ⵏ ⵉⵏⴰⵥⵓⵕⵏ ⴷ ⵜⵏⴰⵥⵓⵕⵉⵏ. ⵢⴰⵜ ⵜⵖⵓⵔⵉ ⵉ ⵎⵉⴷⴷⵏ ⴰⴽⴽⵯ ⵉⵎⵛ ⵏⵏⴰ ⵉⴳⴰ ⵡⴰⴷⴷⴰⴷ-ⵏⵏⵙⵏ ⴷ ⵜⵡⵉⵏⴳⵉⵎⵜ-ⵏⵏⵙⵏ.,Central,ⵢⴰⵜ ⵜⴰⵔⵎⵜ ⵏ ⵜⵓⵙⵙⵏⴰ ⴷ ⵓⵙⵎⵖⵔ ⵏ ⵉⵏⴰⵥⵓⵕⵏ ⴷ ⵜⵏⴰⵥⵓⵕⵉⵏ. ⵢⴰⵜ ⵜⵖⵓⵔⵉ ⵉ ⵎⵉⴷⴷⵏ ⴰⴽⴽⵯ ⵉⵎⵛ ⵏⵏⴰ ⵉⴳⴰ ⵡⴰⴷⴷⴰⴷ-ⵏⵏⵙⵏ ⴷ ⵜⵡⵉⵏⴳⵉⵎⵜ-ⵏⵏⵙⵏ.,يات تارمت ن توسسنا د وسمغر ن ينازّورّن د تنازّورّين. يات تغوري ي ميددن اككⵯ يمش ننا يڭا وادداد-ننسن د توينڭيمت-ننسن.,yat tarmt n tussna d usmɣr n inaẓuṛn d tnaẓuṛin. yat tɣuri i middn akkⵯ imsh nna iga waddad-nnsn d twingimt-nnsn.
February 22nd is International Mother Language Day. Its objective is the preservation and promotion of linguistic diversity.,ⴰⴳⵏⴰⵔ ⴷ ⵙⵉⵏ ⴳ ⴱⵕⴰⵢⵕ ⵉⴳⴰ ⴰⵙⵙ ⴰⵎⴰⴹⴰⵍ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵢⵎⵎⴰⵜ. ⴰⵡⵜⵜⴰⵙ-ⵏⵏⵙ ⵏⵜⵜⴰ ⴰⵃⵟⵟⵓ ⴷ ⵓⵙⵉⵍⵉ ⵏ ⵜⵎⴰⵏⴰⵡⵜ ⵜⴰⵙⵏⵉⵍⵙ.,Central,ⴰⴳⵏⴰⵔ ⴷ ⵙⵉⵏ ⴳ ⴱⵕⴰⵢⵕ ⵉⴳⴰ ⴰⵙⵙ ⴰⵎⴰⴹⴰⵍ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵢⵎⵎⴰⵜ. ⴰⵡⵜⵜⴰⵙ-ⵏⵏⵙ ⵏⵜⵜⴰ ⴰⵃⵟⵟⵓ ⴷ ⵓⵙⵉⵍⵉ ⵏ ⵜⵎⴰⵏⴰⵡⵜ ⵜⴰⵙⵏⵉⵍⵙ.,اڭنار د سين ڭ برّايرّ يڭا اسس اماضال ن توتلايت تايممات. اوتتاس-ننس نتتا احططو د وسيلي ن تماناوت تاسنيلس.,agnar d sin g bṛayṛ iga ass amaḍal n tutlayt taymmat. awttas-nns ntta aḥṭṭu d usili n tmanawt tasnils.
It is a direct action exercise. ,ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵉⵔⵎ ⵏ ⵓⵙⴽⴰⵔ ⵓⵙⵔⵉⴷ.,Central,ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵉⵔⵎ ⵏ ⵓⵙⴽⴰⵔ ⵓⵙⵔⵉⴷ.,يڭا يان وسيرم ن وسكار وسريد.,iga yan usirm n uskar usrid.
A document in favor of all languages ​​and all places and all people who want to participate.,ⵢⴰⵜ ⵜⵏⵜⴰⵎⵜ ⵉ ⵜⵓⵜⵍⴰⵢⵉⵏ ⴰⴽⴽⵯ ⴷ ⵉⴷⵖⴰⵔⵏ ⴷ ⵎⴷⴷⵏ ⵏⵏⴰ ⵉⵔⴰⵏ ⴰⴷ ⴳⵉⵙ ⵢⴰⵡⵙ.,Central,ⵢⴰⵜ ⵜⵏⵜⴰⵎⵜ ⵉ ⵜⵓⵜⵍⴰⵢⵉⵏ ⴰⴽⴽⵯ ⴷ ⵉⴷⵖⴰⵔⵏ ⴷ ⵎⴷⴷⵏ ⵏⵏⴰ ⵉⵔⴰⵏ ⴰⴷ ⴳⵉⵙ ⵢⴰⵡⵙ.,يات تنتامت ي توتلايين اككⵯ د يدغارن د مددن ننا يران اد ڭيس ياوس.,yat tntamt i tutlayin akkⵯ d idɣarn d mddn nna iran ad gis yaws.
"It's an anonymous project, but with authors and actors. It's systematic but random.","ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵏⵜⵉ ⵡⴰⵔⵉⵙⵎ, ⵎⴰⵛⴰ ⵍⵍⴰⵏ ⴷⵉⵙ ⵉⵎⴳⴰⵢⵏ ⴷ ⵉⵎⵙⴽⴰⵔⵏ. ⵉⴳⴰ ⴰⵏⴱⵔⵉⴷ, ⵎⴰⵛⴰ ⴰⵎⵔⴷⵓ.",Central,"ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵏⵜⵉ ⵡⴰⵔⵉⵙⵎ, ⵎⴰⵛⴰ ⵍⵍⴰⵏ ⴷⵉⵙ ⵉⵎⴳⴰⵢⵏ ⴷ ⵉⵎⵙⴽⴰⵔⵏ. ⵉⴳⴰ ⴰⵏⴱⵔⵉⴷ, ⵎⴰⵛⴰ ⴰⵎⵔⴷⵓ.","يڭا يان وسنتي واريسم, ماشا للان ديس يمڭاين د يمسكارن. يڭا انبريد, ماشا امردو.","iga yan usnti warism, masha llan dis imgayn d imskarn. iga anbrid, masha amrdu."
"A collective project based on specific individuals, static but wandering, without beginning or end.","ⵢⴰⵏ ⵓⵙⵏⵜⵉ ⴰⵎⴰⴳⵔⴰⵡ ⵏⴳⵔ ⵎⴷⴷⵏ. ⵉⵣⴳⴰ ⵎⴰⵛⴰ ⴷⴰ ⵉⵣⵣⵍⵍⵓ, ⵓⵔ ⵖⵓⵔⵙ ⵉⵅⴼ ⵓⵍⴰ ⴰⴱⵓⴹ.",Central,"ⵢⴰⵏ ⵓⵙⵏⵜⵉ ⴰⵎⴰⴳⵔⴰⵡ ⵏⴳⵔ ⵎⴷⴷⵏ. ⵉⵣⴳⴰ ⵎⴰⵛⴰ ⴷⴰ ⵉⵣⵣⵍⵍⵓ, ⵓⵔ ⵖⵓⵔⵙ ⵉⵅⴼ ⵓⵍⴰ ⴰⴱⵓⴹ.","يان وسنتي اماڭراو نڭر مددن. يزڭا ماشا دا يززللو, ور غورس يخف ولا ابوض.","yan usnti amagraw ngr mddn. izga masha da izzllu, ur ɣurs i5f ula abuḍ."
"For two years now I've been asking friends to make two videos with their mobile phones, each 30 seconds long, and to record them in a horizontal position: one of the ground they're walking on, and the other of what they have on their head, also walking in the same place. Always in a horizontal position.","ⵙⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰⵢⴰⴷ, ⴷⴰ ⵜⴻⵜⵜⵔⵖ ⵉ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⴷ ⵜⵎⴷⴷⵓⴽⴽⴰⵍ-ⵉⵏⵓ ⴰⴷ ⵙⵙⴽⵔⵏ ⵙ ⵜⵉⵍⵉⴼⵓⵏ-ⵏⵏⵙⵏ ⵉⴱⵉⴷⵢⵓⵜⵏ ⵏ 30 ⵏ ⵜⵙⵉⵏⴰ ⴽⵓ ⵢⴰⵏ, ⴼⵉⵍⵎⵉⵏ ⵜⵏ ⵙ ⵡⴰⴷⴷⴰⴷ ⵏ ⵓⵙⵔⴰ: ⵢⴰⵏ ⵡⵉⵏ ⵡⴰⴽⴰⵍ ⴷⴰ ⵜⵜⴰⴽⵍⵏ ⵍⵍⵉ ⴽⵓⴷ ⵜⵜⴷⴷⵓⵏ ⴷ ⵡⴰⵢⴰⴹ ⵉ ⵓⵢⵏⵏⴰ ⴷⴰ ⵜⵜⴰⵙⵉⵏ ⵖⵉⴼ ⵉⵅⴼ-ⵏⵏⵙⵏ ⴰⴷⴷⴰⵢ ⴷⴰ ⵜⵜⴷⴷⵓⵏ ⵓⴷⵖⴰⵔ ⵏⵏⴰ ⵏⵏⵉⵜ. ⴰⴱⴷⴰ ⴳ ⵜⵔⵓⵙⵉ ⵜⴰⴳⴰⴷⴷⴰⵢⵜ.",Central,"ⵙⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰⵢⴰⴷ, ⴷⴰ ⵜⴻⵜⵜⵔⵖ ⵉ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⴷ ⵜⵎⴷⴷⵓⴽⴽⴰⵍ-ⵉⵏⵓ ⴰⴷ ⵙⵙⴽⵔⵏ ⵙ ⵜⵉⵍⵉⴼⵓⵏ-ⵏⵏⵙⵏ ⵉⴱⵉⴷⵢⵓⵜⵏ ⵏ 30 ⵏ ⵜⵙⵉⵏⴰ ⴽⵓ ⵢⴰⵏ, ⴼⵉⵍⵎⵉⵏ ⵜⵏ ⵙ ⵡⴰⴷⴷⴰⴷ ⵏ ⵓⵙⵔⴰ: ⵢⴰⵏ ⵡⵉⵏ ⵡⴰⴽⴰⵍ ⴷⴰ ⵜⵜⴰⴽⵍⵏ ⵍⵍⵉ ⴽⵓⴷ ⵜⵜⴷⴷⵓⵏ ⴷ ⵡⴰⵢⴰⴹ ⵉ ⵓⵢⵏⵏⴰ ⴷⴰ ⵜⵜⴰⵙⵉⵏ ⵖⵉⴼ ⵉⵅⴼ-ⵏⵏⵙⵏ ⴰⴷⴷⴰⵢ ⴷⴰ ⵜⵜⴷⴷⵓⵏ ⵓⴷⵖⴰⵔ ⵏⵏⴰ ⵏⵏⵉⵜ. ⴰⴱⴷⴰ ⴳ ⵜⵔⵓⵙⵉ ⵜⴰⴳⴰⴷⴷⴰⵢⵜ.","سين يسڭڭⵯاسن اياد, دا ت ْتترغ ي يمددوككال د تمددوككال-ينو اد سسكرن س تيليفون-ننسن يبيديوتن ن 30 ن تسينا كو يان, فيلمين تن س وادداد ن وسرا: يان وين واكال دا تتاكلن للي كود تتددون د واياض ي ويننا دا تتاسين غيف يخف-ننسن ادداي دا تتددون ودغار ننا ننيت. ابدا ڭ تروسي تاڭاددايت.","sin isggⵯasn ayad, da tettrɣ i imddukkal d tmddukkal-inu ad sskrn s tilifun-nnsn ibidyutn n 30 n tsina ku yan, filmin tn s waddad n usra: yan win wakal da ttakln lli kud ttddun d wayaḍ i uynna da ttasin ɣif i5f-nnsn adday da ttddun udɣar nna nnit. abda g trusi tagaddayt."
The water in this lake is clean.,Aman u uglmam-a d imzdagn.,Tarifit,ⴰⵎⴰⵏ ⵓ ⵓⴳⵍⵎⴰⵎ-ⴰ ⴷ ⵉⵎⵣⴷⴰⴳⵏ.,امان و وڭلمام-ا د يمزداڭن.,aman u uglmam-a d imzdagn.
Tom can't do it.,Tom ur izmmr ad t-igg.,Tarifit,ⵜoⵎ ⵓⵔ ⵉⵣⵎⵎⵔ ⴰⴷ ⵜ-ⵉⴳⴳ.,تoم ور يزممر اد ت-يڭڭ.,tom ur izmmr ad t-igg.
The woman you were talking to that time is my sister.,"Tammṭṭuḍt-nni i ɣr tssiwld amur-nni, d ultma",Tarifit,"ⵜⴰⵎⵎⵟⵟⵓⴹⵜ-ⵏⵏⵉ ⵉ ⵖⵔ ⵜⵙⵙⵉⵡⵍⴷ ⴰⵎⵓⵔ-ⵏⵏⵉ, ⴷ ⵓⵍⵜⵎⴰ","تاممططوضت-نني ي غر تسسيولد امور-نني, د ولتما","tammṭṭuḍt-nni i ɣr tssiwld amur-nni, d ultma"
Mary married for money.,Mary tmlk xf ttmnyat,Tarifit,ⵎⴰⵔⵢ ⵜⵎⵍⴽ ⵅⴼ ⵜⵜⵎⵏⵢⴰⵜ,ماري تملك خف تتمنيات,mary tmlk 5f ttmnyat
Where are you?,Mani tllid?,Tarifit,ⵎⴰⵏⵉ ⵜⵍⵍⵉⴷ?,ماني تلليد?,mani tllid?
She has seven children.,Nttat ɣrs sbɛa n taṛwa-nns.,Tarifit,ⵏⵜⵜⴰⵜ ⵖⵔⵙ ⵙⴱⵄⴰ ⵏ ⵜⴰⵕⵡⴰ-ⵏⵏⵙ.,نتتات غرس سبعا ن تارّوا-ننس.,nttat ɣrs sbɛa n taṛwa-nns.
